date,p_regime0
2020-11-30,0.06669876927558574
2020-12-31,0.07066491552017165
2021-01-31,0.0436104758187659
2021-02-28,0.049980386230743065
2021-03-31,0.02007077843365729
2021-04-30,0.00011799912027563356
2021-05-31,0.0031461951671774282
2021-06-30,0.35719604373836417
2021-07-31,0.5832958357682491
2021-08-31,0.7069956557959172
2021-09-30,0.7587565454471568
2021-10-31,0.7931096054114325
2021-11-30,0.891892700542539
2021-12-31,0.9275432222663423
2022-01-31,0.9280201667384395
2022-02-28,0.9630758518601076
2022-03-31,0.9714613882916743
2022-04-30,0.9842228535582519
2022-05-31,0.9867400639204423
2022-06-30,0.9901108159305633
2022-07-31,0.9920825188916884
2022-08-31,0.9916708974982363
2022-09-30,0.9887591353266176
2022-10-31,0.9896457185556571
2022-11-30,0.9905783499213484
2022-12-31,0.990185037231971
2023-01-31,0.9852328433563993
2023-02-28,0.984674861991333
2023-03-31,0.9895352010437745
2023-04-30,0.9911367669219606
2023-05-31,0.9891987306435271
2023-06-30,0.9817151362157588
2023-07-31,0.9865787111828436
2023-08-31,0.9844585605752072
2023-09-30,0.9790824169465117
2023-10-31,0.9822774389823518
2023-11-30,0.988532505090871
2023-12-31,0.9911459762108731
2024-01-31,0.9905253096892431
2024-02-29,0.9892597682012509
2024-03-31,0.9885653779329194
2024-04-30,0.9817118870551906
2024-05-31,0.9659582093768441
2024-06-30,0.9200454325383891
2024-07-31,0.8730880792606083
2024-08-31,0.951241795229198
2024-09-30,0.9785193533560946
2024-10-31,0.9881520393526606
2024-11-30,0.991825498338848
2024-12-31,0.9924223831592739
2025-01-31,0.9908919006064408
2025-02-28,0.987430488922763
2025-03-31,0.9905764944680242
2025-04-30,0.9895677641648005
2025-05-31,0.9903532753351645
2025-06-30,0.9869300316169497
2025-07-31,0.984691857024046
2025-08-31,0.990909833058093
2025-09-30,0.9929809996012631
2025-10-31,0.9935923880076307
2025-11-30,0.9937650623582909
2025-12-31,0.9930133875589108
2026-01-31,0.9916705325003297
2026-02-28,0.9881223340958077
2026-03-31,0.9798692111748851
2026-04-30,0.9549164011150211
