r,trace,trace_cv95,maxeig,maxeig_cv95,trace_reject,maxeig_reject
0,34.20927698065892,29.7961,30.570480327378437,21.1314,True,True
1,3.6387966532804814,15.4943,3.4704669982279577,14.2639,False,False
2,0.16832965505252423,3.8415,0.16832965505252423,3.8415,False,False
