date,bsadf,cv90,cv95,cv99,cv95_wb,y
1993-01-31,-inf,,,,,-0.090559577045727
1993-02-28,-inf,,,,,-0.09188991139952689
1993-03-31,-inf,,,,,-0.08496728224956396
1993-04-30,-inf,,,,,-0.07590227978788634
1993-05-31,-inf,,,,,-0.03892383251832079
1993-06-30,-inf,,,,,-0.009438979360932603
1993-07-31,-inf,,,,,0.006134988567515929
1993-08-31,-inf,,,,,-0.009113987137706317
1993-09-30,-inf,,,,,-0.030366705775930414
1993-10-31,-inf,,,,,-0.0609325509951575
1993-11-30,-inf,,,,,-0.04400710072883252
1993-12-31,-inf,,,,,-0.030290542467913583
1994-01-31,-inf,,,,,0.02634206876009132
1994-02-28,-inf,,,,,0.05148195583514341
1994-03-31,-inf,,,,,0.10498835339078434
1994-04-30,-inf,,,,,0.009349834368326194
1994-05-31,-inf,,,,,-0.028889009852137156
1994-06-30,-inf,,,,,-0.033872840382092026
1994-07-31,-inf,,,,,-0.07936652940718887
1994-08-31,-inf,,,,,-0.05052834598426464
1994-09-30,-inf,,,,,-0.06006809654341321
1994-10-31,-inf,,,,,-0.06303910991095245
1994-11-30,-inf,,,,,-0.0703807967617995
1994-12-31,-inf,,,,,-0.11808574490646254
1995-01-31,-inf,,,,,-0.1092619859244495
1995-02-28,-inf,,,,,-0.08277644365706822
1995-03-31,-inf,,,,,-0.08295786515644721
1995-04-30,-inf,,,,,-0.07682957894775089
1995-05-31,-inf,,,,,-0.11079531164378333
1995-06-30,-inf,,,,,-0.1216776803251138
1995-07-31,-inf,,,,,-0.13270868587305906
1995-08-31,-inf,,,,,-0.13934777794596248
1995-09-30,-inf,,,,,-0.163945077419546
1995-10-31,-inf,,,,,-0.16008541534707282
1995-11-30,-inf,,,,,-0.1289180543465337
1995-12-31,-inf,,,,,-0.1075717360944491
1996-01-31,-inf,,,,,-0.09944954411420137
1996-02-29,-inf,,,,,-0.0745686954975085
1996-03-31,-inf,,,,,-0.033132934852433495
1996-04-30,-2.0453892210083615,-0.3579841803097966,0.04605024809200116,0.7228543359185345,-0.46471472990330925,-0.038499942927641084
1996-05-31,-2.0316708185732524,-0.3029433938320685,0.06526562659469974,0.7917017343661716,-0.5312720169187287,-0.039728886281859215
1996-06-30,-1.9566792416740528,-0.28334767830851093,0.10188009362331343,0.8978388803169826,-0.541624948181251,-0.020654779030746025
1996-07-31,-1.9809632736564846,-0.23758003280057602,0.1564317548084557,1.006413440003005,-0.48014103409021,-0.04354080828328833
1996-08-31,-1.8664387974575156,-0.20575346019083313,0.10842003501340279,0.7895491570424883,-0.31379669410434585,-0.0143765689672582
1996-09-30,-1.9229569604593262,-0.193866779253422,0.15752102811210641,1.0273866966055363,-0.3036935914726784,-0.025063968663216276
1996-10-31,-1.6670568378092587,-0.20628968951830065,0.19162052038461214,0.9142378827565728,-0.33935039365342934,0.013906154565009812
1996-11-30,-1.3530733104776729,-0.14745088535336714,0.2387040590972064,0.9182465408121455,-0.3648075723609438,0.049649908643820566
1996-12-31,-0.8858526941215801,-0.10051065467373863,0.21125732223935453,0.9648478321193501,-0.12092062825277088,0.09182184732502795
1997-01-31,-0.7115145812598531,-0.0957409439501135,0.28830884948079555,1.0343280671349973,-0.08234119797022395,0.11341278134472772
1997-02-28,0.14466916335549784,-0.11438240470691047,0.2522393356559799,1.1623551554342106,0.15235151296352828,0.18765005078431818
1997-03-31,0.4226524772413479,-0.14716253847025057,0.2179878676691174,0.9574593140297136,0.103939116108725,0.23134602707923166
1997-04-30,-0.6045795563334562,-0.09158786793507062,0.2558483532418807,0.9098502902531806,0.3555549979554538,0.17344388276193726
1997-05-31,0.626114074207699,-0.13436415673741045,0.2524668526622477,1.0215773859464008,0.4658067372886892,0.2536386594259866
1997-06-30,0.7475174855362766,-0.1538071867755213,0.2087218510793579,0.9853044728759812,0.4553719448003854,0.24073931320458938
1997-07-31,0.16770882281133478,-0.12460182446870612,0.2177047984519979,1.0021423117856276,1.1021769878434968,0.18615665257789696
1997-08-31,0.33303887031646473,-0.15358789424352784,0.23928896309432607,0.9569920462840157,0.8628924222632558,0.20633643299782858
1997-09-30,0.2651426030015118,-0.13332243127816248,0.20672592346283464,0.9200054238612421,0.6674476622173273,0.20524826034785687
1997-10-31,0.2961944243185673,-0.13268282806746923,0.17617566785986144,0.7958253763630946,0.5484743278517482,0.21608351190348474
1997-11-30,-0.27963129094207756,-0.06978712904262512,0.21435495850386163,0.7589665125912134,0.5923177324982862,0.1539430170708274
1997-12-31,-0.47363272038750315,-0.06923277667582832,0.24733925500653997,0.7506030877752721,0.5667660685423191,0.1359305817425042
1998-01-31,-0.7044480734940048,-0.060238997877588296,0.20324027331125089,0.8025640267291976,0.6531920737274047,0.09482317245480303
1998-02-28,-0.7065455685984418,-0.09323601823110704,0.25190844073529833,0.6923069938657385,0.50641413336092,0.0975821585015929
1998-03-31,-0.5136174227473482,-0.09854924135151313,0.21763715070567413,0.7637163409821274,0.6387677750359407,0.1557140257051634
1998-04-30,-0.6586409045244961,-0.08968865190577498,0.2569469179955954,0.8513290709067185,0.579807832790814,0.11927334889794253
1998-05-31,-0.8728871474825739,-0.08246655410935876,0.3145086448318078,0.8002012113537779,0.7889889415363961,0.07230106929506708
1998-06-30,-1.071932931432519,-0.08328697759762747,0.24085010395676576,0.8232150828576358,1.1056172479048272,-0.023716526617316044
1998-07-31,-1.0777038637548433,-0.11391433413431888,0.26683071498946775,0.9305602722293511,0.8688245252993922,-0.017439634285356078
